5,744.1666666666666,744.1666666666666,732.8333333333334,745.8333333333334
10,1536.8333333333333,1536.8333333333333,1403,1503.8333333333333
20,3176,3162.5,2875.8333333333335,3162.8333333333335
50,8223,8192.5,6859.166666666667,8208.666666666666
100,15857.5,15856.333333333334,13644.166666666666,15814
200,32862.833333333336,32817.666666666664,27002.666666666668,32775.333333333336
300,47718.666666666664,47631.333333333336,40021,47593.166666666664
500,79657,79345.66666666667,66171.83333333333,78019.33333333333
